,Unnamed: 0,customer,merchant,date,amount
973,973,Brittney Perritt,Auer,2019-06-03,1.04
974,974,Brittney Perritt,Dicki,2019-06-03,53.72
975,975,Brittney Perritt,Harber,2019-06-03,24.25
976,976,Brittney Perritt,Bailey,2019-06-03,12.83
977,977,Brittney Perritt,Daniel,2019-06-03,5.1
978,978,Brittney Perritt,Douglas,2019-06-03,138.0
979,979,Brittney Perritt,Bogan,2019-06-03,25.47
980,980,Brittney Perritt,Gulgowski,2019-06-04,69.95
981,981,Brittney Perritt,Gulgowski,2019-06-04,69.95
982,982,Brittney Perritt,Blanda,2019-06-05,24.57
983,983,Brittney Perritt,Blanda,2019-06-05,24.57
984,984,Brittney Perritt,Farrell,2019-06-06,2.0
985,985,Brittney Perritt,Farrell,2019-06-06,2.0
986,986,Brittney Perritt,Aufderhar,2019-06-06,53.5
987,987,Brittney Perritt,Aufderhar,2019-06-06,53.5
988,988,Brittney Perritt,Daniel,2019-06-07,5.1
989,989,Brittney Perritt,Bruen,2019-06-07,6.89
990,990,Brittney Perritt,Daniel,2019-06-07,5.1
991,991,Brittney Perritt,Goodwin,2019-06-07,36.27
992,992,Brittney Perritt,Douglas,2019-06-07,17.75
993,993,Brittney Perritt,Bruen,2019-06-07,6.89
994,994,Brittney Perritt,Goodwin,2019-06-07,36.27
995,995,Brittney Perritt,Aufderhar,2019-06-08,49.49
996,996,Brittney Perritt,Boehm,2019-06-08,0.79
997,997,Brittney Perritt,Hickle,2019-06-08,1.44
998,998,Brittney Perritt,Bins,2019-06-09,18.52
999,999,Brittney Perritt,Heaney,2019-06-09,21.15
1000,1000,Brittney Perritt,Doyle,2019-06-09,4.16
1001,1001,Brittney Perritt,Cruickshank,2019-06-09,4.38
1002,1002,Brittney Perritt,Hilll,2019-06-09,2.6
1003,1003,Brittney Perritt,Hills,2019-06-09,3.0
1004,1004,Brittney Perritt,Doyle,2019-06-09,7.26
1005,1005,Brittney Perritt,Bogan,2019-06-09,40.0
1006,1006,Brittney Perritt,Hilll,2019-06-10,2.6
1007,1007,Brittney Perritt,Hills,2019-06-10,3.0
1008,1008,Brittney Perritt,Conroy,2019-06-10,55.49
1009,1009,Brittney Perritt,Doyle,2019-06-10,7.26
1010,1010,Brittney Perritt,Cruickshank,2019-06-10,4.38
1011,1011,Brittney Perritt,Hilpert,2019-06-10,24.99
1012,1012,Brittney Perritt,Boehm,2019-06-10,0.79
1013,1013,Brittney Perritt,Bins,2019-06-10,18.52
1014,1014,Brittney Perritt,Hickle,2019-06-10,1.44
1015,1015,Brittney Perritt,Aufderhar,2019-06-10,49.49
1016,1016,Brittney Perritt,Hilpert,2019-06-10,24.99
1017,1017,Brittney Perritt,Conroy,2019-06-10,55.49
1018,1018,Brittney Perritt,Doyle,2019-06-10,4.16
1019,1019,Brittney Perritt,Heaney,2019-06-10,21.15
1020,1020,Brittney Perritt,Bogan,2019-06-10,40.0
1021,1021,Brittney Perritt,Bogan,2019-06-11,14.25
1022,1022,Brittney Perritt,Doyle,2019-06-11,9.2
1023,1023,Brittney Perritt,Haag,2019-06-11,18.0
1024,1024,Brittney Perritt,Doyle,2019-06-11,2.79
1025,1025,Brittney Perritt,Haag,2019-06-11,18.0
1026,1026,Brittney Perritt,Aufderhar,2019-06-11,51.91
1027,1027,Brittney Perritt,Bogan,2019-06-11,14.25
1028,1028,Brittney Perritt,Doyle,2019-06-11,2.77
1029,1029,Brittney Perritt,Doyle,2019-06-11,0.79
1030,1030,Brittney Perritt,Aufderhar,2019-06-11,51.91
1031,1031,Brittney Perritt,Doyle,2019-06-11,2.77
1032,1032,Brittney Perritt,Doyle,2019-06-11,0.79
1033,1033,Brittney Perritt,Doyle,2019-06-11,2.79
1034,1034,Brittney Perritt,Doyle,2019-06-11,9.2
1035,1035,Brittney Perritt,Auer,2019-06-12,11.75
1036,1036,Brittney Perritt,Auer,2019-06-12,11.75
1037,1037,Brittney Perritt,Auer,2019-06-12,7.99
1038,1038,Brittney Perritt,Auer,2019-06-12,7.99
1039,1039,Brittney Perritt,Hilpert,2019-06-13,24.99
1040,1040,Brittney Perritt,Hilpert,2019-06-13,24.99
1041,1041,Brittney Perritt,Berge,2019-06-13,15.98
1042,1042,Brittney Perritt,Berge,2019-06-13,15.98
1044,1044,Brittney Perritt,Aufderhar,2019-06-14,69.33
1045,1045,Brittney Perritt,Doyle,2019-06-14,3.33
1046,1046,Brittney Perritt,Bogan,2019-06-14,15.0
1047,1047,Brittney Perritt,Doyle,2019-06-14,0.79
1048,1048,Brittney Perritt,Doyle,2019-06-14,0.79
1049,1049,Brittney Perritt,Aufderhar,2019-06-14,69.33
1050,1050,Brittney Perritt,Doyle,2019-06-14,3.33
1051,1051,Brittney Perritt,Bogan,2019-06-14,15.0
1052,1052,Brittney Perritt,Aufderhar,2019-06-15,4.75
1053,1053,Brittney Perritt,DuBuque,2019-06-15,15.0
1054,1054,Brittney Perritt,Crist,2019-06-15,26.66
1055,1055,Brittney Perritt,Bins,2019-06-15,25.0
1056,1056,Brittney Perritt,Bogisich,2019-06-15,9.4
1057,1057,Brittney Perritt,Aufderhar,2019-06-16,56.71
1058,1058,Brittney Perritt,Aufderhar,2019-06-16,18.0
1059,1059,Brittney Perritt,Aufderhar,2019-06-16,18.5
1060,1060,Brittney Perritt,Cartwright,2019-06-16,35.94
1061,1061,Brittney Perritt,Cremin,2019-06-16,54.91
1062,1062,Brittney Perritt,Cartwright,2019-06-17,35.94
1063,1063,Brittney Perritt,Bruen,2019-06-17,7.54
1064,1064,Brittney Perritt,Crist,2019-06-17,27.42
1065,1065,Brittney Perritt,Christiansen,2019-06-17,13.91
1066,1066,Brittney Perritt,Crist,2019-06-17,26.66
1067,1067,Brittney Perritt,Christiansen,2019-06-17,11.27
1068,1068,Brittney Perritt,Bruen,2019-06-17,7.54
1069,1069,Brittney Perritt,Aufderhar,2019-06-17,4.75
1070,1070,Brittney Perritt,Crist,2019-06-17,27.42
1071,1071,Brittney Perritt,Cartwright,2019-06-17,17.33
1072,1072,Brittney Perritt,Champlin,2019-06-17,23.58
1073,1073,Brittney Perritt,Bogan,2019-06-17,12.64
1074,1074,Brittney Perritt,Bins,2019-06-17,25.0
1075,1075,Brittney Perritt,DuBuque,2019-06-17,15.0
1076,1076,Brittney Perritt,Cremin,2019-06-17,54.91
1077,1077,Brittney Perritt,Cartwright,2019-06-17,17.33
1078,1078,Brittney Perritt,Champlin,2019-06-17,23.58
1079,1079,Brittney Perritt,Aufderhar,2019-06-17,18.0
1080,1080,Brittney Perritt,Christiansen,2019-06-17,11.27
1081,1081,Brittney Perritt,Aufderhar,2019-06-17,18.5
1082,1082,Brittney Perritt,Aufderhar,2019-06-17,56.71
1083,1083,Brittney Perritt,Bogisich,2019-06-17,9.4
1084,1084,Brittney Perritt,Christiansen,2019-06-17,13.91
1085,1085,Brittney Perritt,Bogan,2019-06-17,12.64
1086,1086,Brittney Perritt,Goodwin,2019-06-18,10.38
1087,1087,Brittney Perritt,Goodwin,2019-06-18,10.38
1088,1088,Brittney Perritt,Aufderhar,2019-06-18,32.28
1089,1089,Brittney Perritt,Aufderhar,2019-06-18,32.28
1090,1090,Brittney Perritt,Cormier,2019-06-19,6.5
1091,1091,Brittney Perritt,Doyle,2019-06-19,2.68
1092,1092,Brittney Perritt,Doyle,2019-06-19,2.68
1093,1093,Brittney Perritt,Bogisich,2019-06-19,5.45
1094,1094,Brittney Perritt,Cormier,2019-06-19,6.5
1095,1095,Brittney Perritt,Bednar,2019-06-19,8.56
1096,1096,Brittney Perritt,Ferry,2019-06-19,8.01
1097,1097,Brittney Perritt,Bednar,2019-06-19,8.56
1098,1098,Brittney Perritt,Bogisich,2019-06-19,5.45
1099,1099,Brittney Perritt,Doyle,2019-06-19,2.3
1100,1100,Brittney Perritt,Ferry,2019-06-19,8.01
1101,1101,Brittney Perritt,Doyle,2019-06-19,2.3
1102,1102,Brittney Perritt,Gerlach,2019-06-20,13.0
1103,1103,Brittney Perritt,Bogan,2019-06-20,16.5
1104,1104,Brittney Perritt,Bogan,2019-06-20,16.5
1105,1105,Brittney Perritt,Hamill,2019-06-20,7.99
1106,1106,Brittney Perritt,Bednar,2019-06-20,29.97
1107,1107,Brittney Perritt,Gerlach,2019-06-20,13.0
1108,1108,Brittney Perritt,Bednar,2019-06-20,29.97
1109,1109,Brittney Perritt,Hamill,2019-06-20,7.99
1110,1110,Brittney Perritt,Bogisich,2019-06-21,5.2
1111,1111,Brittney Perritt,Cole,2019-06-21,115.18
1112,1112,Brittney Perritt,Bogisich,2019-06-21,5.2
1113,1113,Brittney Perritt,Cole,2019-06-21,115.18
1114,1114,Brittney Perritt,Auer,2019-06-21,9.08
1115,1115,Brittney Perritt,Auer,2019-06-21,9.08
1116,1116,Brittney Perritt,Daniel,2019-06-22,4.2
1117,1117,Brittney Perritt,Auer,2019-06-22,25.0
1118,1118,Brittney Perritt,Aufderhar,2019-06-22,22.66
1119,1119,Brittney Perritt,Douglas,2019-06-23,138.0
1120,1120,Brittney Perritt,Aufderhar,2019-06-23,9.94
1121,1121,Brittney Perritt,Conn,2019-06-23,11.34
1122,1122,Brittney Perritt,Douglas,2019-06-23,112.5
1123,1123,Brittney Perritt,Conn,2019-06-23,1.0
1124,1124,Brittney Perritt,Bins,2019-06-23,5.58
1125,1125,Brittney Perritt,Goodwin,2019-06-24,52.0
1126,1126,Brittney Perritt,Haag,2019-06-24,31.0
1127,1127,Brittney Perritt,Daniel,2019-06-24,4.2
1128,1128,Brittney Perritt,Heaney,2019-06-24,23.4
1129,1129,Brittney Perritt,Auer,2019-06-24,25.0
1130,1130,Brittney Perritt,Bogan,2019-06-24,5.15
1131,1131,Brittney Perritt,Bogan,2019-06-24,20.2
1132,1132,Brittney Perritt,Corkery,2019-06-24,14.99
1133,1133,Brittney Perritt,Conn,2019-06-24,1.0
1134,1134,Brittney Perritt,Corkery,2019-06-24,14.99
1135,1135,Brittney Perritt,Aufderhar,2019-06-24,36.1
1136,1136,Brittney Perritt,Goodwin,2019-06-24,52.0
1137,1137,Brittney Perritt,Bogan,2019-06-24,5.15
1138,1138,Brittney Perritt,Haag,2019-06-24,31.0
1139,1139,Brittney Perritt,Aufderhar,2019-06-24,9.94
1140,1140,Brittney Perritt,Aufderhar,2019-06-24,3.2
1141,1141,Brittney Perritt,Bins,2019-06-24,5.58
1142,1142,Brittney Perritt,Douglas,2019-06-24,112.5
1143,1143,Brittney Perritt,Aufderhar,2019-06-24,22.66
1144,1144,Brittney Perritt,Douglas,2019-06-24,138.0
1145,1145,Brittney Perritt,Heaney,2019-06-24,23.4
1146,1146,Brittney Perritt,Aufderhar,2019-06-24,3.2
1147,1147,Brittney Perritt,Conn,2019-06-24,11.34
1148,1148,Brittney Perritt,Bogan,2019-06-24,20.2
1149,1149,Brittney Perritt,Aufderhar,2019-06-24,36.1
1150,1150,Brittney Perritt,Deckow,2019-06-25,15.5
1151,1151,Brittney Perritt,Dooley,2019-06-25,23.99
1152,1152,Brittney Perritt,Deckow,2019-06-25,15.5
1153,1153,Brittney Perritt,Dooley,2019-06-25,23.99
1154,1154,Brittney Perritt,Aufderhar,2019-06-26,52.9
1155,1155,Brittney Perritt,Goyette,2019-06-26,30.98
1156,1156,Brittney Perritt,Abernathy,2019-06-26,5.45
1157,1157,Brittney Perritt,Aufderhar,2019-06-26,52.9
1158,1158,Brittney Perritt,Abernathy,2019-06-26,5.45
1159,1159,Brittney Perritt,Goyette,2019-06-26,30.98
1160,1160,Brittney Perritt,Cormier,2019-06-27,4.55
1161,1161,Brittney Perritt,Daniel,2019-06-27,1.95
1162,1162,Brittney Perritt,Daniel,2019-06-27,1.95
1163,1163,Brittney Perritt,Abernathy,2019-06-27,3.05
1164,1164,Brittney Perritt,Blanda,2019-06-27,5.0
1165,1165,Brittney Perritt,Cormier,2019-06-27,4.55
1166,1166,Brittney Perritt,Abernathy,2019-06-27,3.05
1167,1167,Brittney Perritt,Blanda,2019-06-27,5.0
1168,1168,Brittney Perritt,DuBuque,2019-06-28,49.99
1169,1169,Brittney Perritt,Conn,2019-06-28,4.0
1170,1170,Brittney Perritt,Crona,2019-06-28,6.0
1171,1171,Brittney Perritt,Crona,2019-06-28,6.0
1172,1172,Brittney Perritt,DuBuque,2019-06-28,49.99
1173,1173,Brittney Perritt,Conn,2019-06-28,4.0
1174,1174,Brittney Perritt,Hintz,2019-06-29,204.95
1175,1175,Brittney Perritt,Bednar,2019-06-29,36.27
1176,1176,Brittney Perritt,Feest,2019-06-30,3.99
1177,1177,Brittney Perritt,Hirthe,2019-06-30,20.0
1178,1178,Brittney Perritt,Hirthe,2019-06-30,10.0
1179,1179,Brittney Perritt,Berge,2019-07-01,64.96
1180,1180,Brittney Perritt,Hirthe,2019-07-01,20.0
1181,1181,Brittney Perritt,Bednar,2019-07-01,71.93
1182,1182,Brittney Perritt,Bartell,2019-07-01,54.92
1183,1183,Brittney Perritt,Bailey,2019-07-01,12.83
1184,1184,Brittney Perritt,Hintz,2019-07-01,204.95
1185,1185,Brittney Perritt,Hirthe,2019-07-01,10.0
1186,1186,Brittney Perritt,Balistreri,2019-07-01,152.0
1187,1187,Brittney Perritt,Bartell,2019-07-01,54.92
1188,1188,Brittney Perritt,Balistreri,2019-07-01,152.0
1189,1189,Brittney Perritt,Bailey,2019-07-01,12.83
1190,1190,Brittney Perritt,Bednar,2019-07-01,36.27
1191,1191,Brittney Perritt,Bednar,2019-07-01,71.93
1192,1192,Brittney Perritt,Beatty,2019-07-01,38.1
1193,1193,Brittney Perritt,Barrows,2019-07-01,25.95
1194,1194,Brittney Perritt,Barrows,2019-07-01,25.95
1195,1195,Brittney Perritt,Beatty,2019-07-01,38.1
1196,1196,Brittney Perritt,Harber,2019-07-01,24.25
1197,1197,Brittney Perritt,Harber,2019-07-01,24.25
1198,1198,Brittney Perritt,Berge,2019-07-01,64.96
1199,1199,Brittney Perritt,Feest,2019-07-01,3.99
1201,1201,Brittney Perritt,Cremin,2019-07-02,3.5
1202,1202,Brittney Perritt,Cremin,2019-07-02,15.81
1203,1203,Brittney Perritt,Cremin,2019-07-02,15.81
1204,1204,Brittney Perritt,Doyle,2019-07-02,3.87
1205,1205,Brittney Perritt,Doyle,2019-07-02,5.61
1206,1206,Brittney Perritt,Doyle,2019-07-02,3.87
1207,1207,Brittney Perritt,Cremin,2019-07-02,3.5
1208,1208,Brittney Perritt,Doyle,2019-07-02,5.61
1209,1209,Brittney Perritt,Cremin,2019-07-03,41.19
1210,1210,Brittney Perritt,Bednar,2019-07-03,32.45
1211,1211,Brittney Perritt,Bechtelar,2019-07-03,28.04
1212,1212,Brittney Perritt,Bogan,2019-07-03,3.5
1213,1213,Brittney Perritt,Bechtelar,2019-07-03,28.04
1214,1214,Brittney Perritt,Bogisich,2019-07-03,6.28
1215,1215,Brittney Perritt,Cremin,2019-07-03,41.19
1216,1216,Brittney Perritt,Bednar,2019-07-03,32.45
1217,1217,Brittney Perritt,Bogisich,2019-07-03,6.28
1218,1218,Brittney Perritt,Bogan,2019-07-03,3.5
1219,1219,Brittney Perritt,Becker,2019-07-04,39.58
1220,1220,Brittney Perritt,Daniel,2019-07-04,2.4
1221,1221,Brittney Perritt,Aufderhar,2019-07-04,1.0
1222,1222,Brittney Perritt,Hintz,2019-07-04,204.95
1223,1223,Brittney Perritt,Gulgowski,2019-07-04,69.95
1224,1224,Brittney Perritt,Aufderhar,2019-07-04,76.68
1225,1225,Brittney Perritt,Hettinger,2019-07-04,84.35
1226,1226,Brittney Perritt,Becker,2019-07-04,39.58
1227,1227,Brittney Perritt,Hettinger,2019-07-04,84.35
1228,1228,Brittney Perritt,Gulgowski,2019-07-04,69.95
1229,1229,Brittney Perritt,Hintz,2019-07-04,204.95
1230,1230,Brittney Perritt,Daniel,2019-07-04,2.4
1231,1231,Brittney Perritt,Aufderhar,2019-07-04,76.68
1232,1232,Brittney Perritt,Aufderhar,2019-07-04,1.0
1233,1233,Brittney Perritt,Grimes,2019-07-05,16.7
1234,1234,Brittney Perritt,Abbott,2019-07-05,11.23
1235,1235,Brittney Perritt,Doyle,2019-07-05,2.75
1236,1236,Brittney Perritt,Douglas,2019-07-05,78.6
1237,1237,Brittney Perritt,Doyle,2019-07-05,2.69
1238,1238,Brittney Perritt,Grimes,2019-07-05,16.7
1239,1239,Brittney Perritt,Douglas,2019-07-05,78.6
1240,1240,Brittney Perritt,Doyle,2019-07-05,2.75
1241,1241,Brittney Perritt,Abbott,2019-07-05,11.23
1242,1242,Brittney Perritt,Doyle,2019-07-05,2.69
1243,1243,Brittney Perritt,Bogisich,2019-07-06,7.65
1244,1244,Brittney Perritt,Brown,2019-07-06,2.45
1245,1245,Brittney Perritt,Bins,2019-07-06,13.81
1246,1246,Brittney Perritt,Doyle,2019-07-06,3.94
1247,1247,Brittney Perritt,Doyle,2019-07-07,1.94
1248,1248,Brittney Perritt,Hodkiewicz,2019-07-07,79.0
1249,1249,Brittney Perritt,Heaney,2019-07-08,79.0
1250,1250,Brittney Perritt,Doyle,2019-07-08,1.94
1251,1251,Brittney Perritt,Hermiston,2019-07-08,5.0
1252,1252,Brittney Perritt,Bins,2019-07-08,13.81
1253,1253,Brittney Perritt,Bednar,2019-07-08,47.59
1254,1254,Brittney Perritt,Brown,2019-07-08,2.45
1255,1255,Brittney Perritt,Heaney,2019-07-08,79.0
1256,1256,Brittney Perritt,Daniel,2019-07-08,2.7
1257,1257,Brittney Perritt,Hermiston,2019-07-08,5.0
1258,1258,Brittney Perritt,Bogisich,2019-07-08,7.65
1259,1259,Brittney Perritt,Bednar,2019-07-08,47.59
1260,1260,Brittney Perritt,Daniel,2019-07-08,2.7
1261,1261,Brittney Perritt,Hodkiewicz,2019-07-08,79.0
1262,1262,Brittney Perritt,Blanda,2019-07-08,24.57
1263,1263,Brittney Perritt,Blanda,2019-07-08,24.57
1264,1264,Brittney Perritt,Doyle,2019-07-08,3.94
1265,1265,Brittney Perritt,Bednar,2019-07-09,31.57
1266,1266,Brittney Perritt,Bednar,2019-07-09,31.57
1267,1267,Brittney Perritt,Boehm,2019-07-09,0.79
1268,1268,Brittney Perritt,Boehm,2019-07-09,0.79
1269,1269,Brittney Perritt,Bednar,2019-07-10,11.08
1270,1270,Brittney Perritt,Bednar,2019-07-10,11.08
1271,1271,Brittney Perritt,Bruen,2019-07-11,23.41
1272,1272,Brittney Perritt,Bogan,2019-07-11,27.5
1273,1273,Brittney Perritt,Bogan,2019-07-11,45.5
1274,1274,Brittney Perritt,Aufderhar,2019-07-11,11.82
1275,1275,Brittney Perritt,Crist,2019-07-11,88.46
1276,1276,Brittney Perritt,Douglas,2019-07-11,33.6
1277,1277,Brittney Perritt,Bruen,2019-07-11,23.77
1278,1278,Brittney Perritt,Brown,2019-07-11,2.45
1279,1279,Brittney Perritt,Daniel,2019-07-11,4.75
1280,1280,Brittney Perritt,Crist,2019-07-11,88.46
1281,1281,Brittney Perritt,Bogan,2019-07-11,45.5
1282,1282,Brittney Perritt,Douglas,2019-07-11,33.6
1283,1283,Brittney Perritt,Homenick,2019-07-11,9.75
1284,1284,Brittney Perritt,Daniel,2019-07-11,4.75
1285,1285,Brittney Perritt,Bruen,2019-07-11,23.77
1286,1286,Brittney Perritt,Brown,2019-07-11,2.45
1287,1287,Brittney Perritt,Bruen,2019-07-11,23.41
1288,1288,Brittney Perritt,Homenick,2019-07-11,9.75
1289,1289,Brittney Perritt,Aufderhar,2019-07-11,11.82
1290,1290,Brittney Perritt,Bogan,2019-07-11,27.5
1291,1291,Brittney Perritt,Haag,2019-07-12,8.55
1292,1292,Brittney Perritt,Bogisich,2019-07-12,5.2
1293,1293,Brittney Perritt,Bednar,2019-07-12,33.38
1294,1294,Brittney Perritt,Doyle,2019-07-12,2.99
1295,1295,Brittney Perritt,Doyle,2019-07-12,2.99
1296,1296,Brittney Perritt,Haag,2019-07-12,8.55
1297,1297,Brittney Perritt,Bednar,2019-07-12,33.38
1298,1298,Brittney Perritt,Bogisich,2019-07-12,5.2
1299,1299,Brittney Perritt,Goyette,2019-07-13,30.98
1300,1300,Brittney Perritt,Bednar,2019-07-13,19.7
1301,1301,Brittney Perritt,Daniel,2019-07-13,2.7
1302,1302,Brittney Perritt,Aufderhar,2019-07-13,40.28
1303,1303,Brittney Perritt,Bins,2019-07-13,4.84
1304,1304,Brittney Perritt,Doyle,2019-07-13,3.43
1306,1306,Brittney Perritt,Bednar,2019-07-14,27.9
1307,1307,Brittney Perritt,Aufderhar,2019-07-15,30.17
1308,1308,Brittney Perritt,Goyette,2019-07-15,30.98
1309,1309,Brittney Perritt,Aufderhar,2019-07-15,30.17
1310,1310,Brittney Perritt,Bogan,2019-07-15,17.65
1311,1311,Brittney Perritt,Bins,2019-07-15,4.84
1312,1312,Brittney Perritt,Douglas,2019-07-15,7.25
1313,1313,Brittney Perritt,Aufderhar,2019-07-15,40.28
1314,1314,Brittney Perritt,Bednar,2019-07-15,27.9
1315,1315,Brittney Perritt,Bogan,2019-07-15,17.65
1316,1316,Brittney Perritt,Homenick,2019-07-15,100.0
1317,1317,Brittney Perritt,Daniel,2019-07-15,2.7
1318,1318,Brittney Perritt,Doyle,2019-07-15,3.43
1319,1319,Brittney Perritt,Bednar,2019-07-15,19.7
1320,1320,Brittney Perritt,Homenick,2019-07-15,100.0
1321,1321,Brittney Perritt,Champlin,2019-07-16,23.58
1322,1322,Brittney Perritt,Borer,2019-07-16,23.57
1323,1323,Brittney Perritt,Bogan,2019-07-16,30.0
1324,1324,Brittney Perritt,Borer,2019-07-16,26.0
1325,1325,Brittney Perritt,Borer,2019-07-16,23.57
1326,1326,Brittney Perritt,Bogan,2019-07-16,29.4
1327,1327,Brittney Perritt,Borer,2019-07-16,26.0
1328,1328,Brittney Perritt,Bogan,2019-07-16,30.0
1329,1329,Brittney Perritt,Champlin,2019-07-16,23.58
1330,1330,Brittney Perritt,Bogan,2019-07-16,29.4
1331,1331,Brittney Perritt,Bednar,2019-07-17,1.1
1332,1332,Brittney Perritt,Cartwright,2019-07-17,17.33
1333,1333,Brittney Perritt,Funk,2019-07-17,37.7
1334,1334,Brittney Perritt,Bednar,2019-07-17,23.27
1335,1335,Brittney Perritt,Borer,2019-07-17,3.29
1336,1336,Brittney Perritt,Christiansen,2019-07-17,11.27
1337,1337,Brittney Perritt,Christiansen,2019-07-17,11.27
1338,1338,Brittney Perritt,Bogisich,2019-07-17,5.2
1339,1339,Brittney Perritt,Bednar,2019-07-17,23.27
1340,1340,Brittney Perritt,Borer,2019-07-17,3.29
1341,1341,Brittney Perritt,Christiansen,2019-07-17,13.91
1342,1342,Brittney Perritt,Funk,2019-07-17,37.7
1343,1343,Brittney Perritt,Auer,2019-07-17,59.99
1344,1344,Brittney Perritt,Hoppe,2019-07-17,3.99
1345,1345,Brittney Perritt,Bogisich,2019-07-17,5.2
1346,1346,Brittney Perritt,Hoppe,2019-07-17,3.99
1347,1347,Brittney Perritt,Auer,2019-07-17,59.99
1348,1348,Brittney Perritt,Christiansen,2019-07-17,13.91
1349,1349,Brittney Perritt,Bednar,2019-07-17,1.1
1350,1350,Brittney Perritt,Cartwright,2019-07-17,17.33
1351,1351,Brittney Perritt,Bednar,2019-07-18,40.01
1352,1352,Brittney Perritt,Doyle,2019-07-18,14.99
1353,1353,Brittney Perritt,Bednar,2019-07-18,40.01
1354,1354,Brittney Perritt,Doyle,2019-07-18,14.99
1355,1355,Brittney Perritt,Auer,2019-07-19,4.5
1356,1356,Brittney Perritt,Aufderhar,2019-07-19,75.54
1357,1357,Brittney Perritt,Aufderhar,2019-07-19,75.54
1358,1358,Brittney Perritt,Auer,2019-07-19,4.5
1359,1359,Brittney Perritt,Berge,2019-07-20,10.0
1360,1360,Brittney Perritt,Cormier,2019-07-20,4.2
1361,1361,Brittney Perritt,Bednar,2019-07-20,24.69
1362,1362,Brittney Perritt,Brown,2019-07-20,2.45
1363,1363,Brittney Perritt,Bednar,2019-07-20,1.1
1364,1364,Brittney Perritt,Bogan,2019-07-20,50.0
1365,1365,Brittney Perritt,Bogisich,2019-07-20,5.2
1366,1366,Brittney Perritt,Hamill,2019-07-20,7.99
1367,1367,Brittney Perritt,Aufderhar,2019-07-21,27.15
1368,1368,Brittney Perritt,Daniel,2019-07-21,1.4
1369,1369,Brittney Perritt,Daniel,2019-07-21,2.7
1370,1370,Brittney Perritt,Bogan,2019-07-21,26.65
1371,1371,Brittney Perritt,Bins,2019-07-21,29.0
1372,1372,Brittney Perritt,Hermiston,2019-07-21,7.0
1373,1373,Brittney Perritt,Heaney,2019-07-21,35.0
1374,1374,Brittney Perritt,Conroy,2019-07-22,84.0
1375,1375,Brittney Perritt,Cole,2019-07-22,115.18
1376,1376,Brittney Perritt,Berge,2019-07-22,10.0
1377,1377,Brittney Perritt,Bogisich,2019-07-22,5.2
1378,1378,Brittney Perritt,Heaney,2019-07-22,35.0
1379,1379,Brittney Perritt,Daniel,2019-07-22,2.7
1380,1380,Brittney Perritt,Bednar,2019-07-22,28.6
1381,1381,Brittney Perritt,Aufderhar,2019-07-22,27.15
1382,1382,Brittney Perritt,Daniel,2019-07-22,1.4
1383,1383,Brittney Perritt,Bednar,2019-07-22,28.6
1384,1384,Brittney Perritt,Cole,2019-07-22,115.18
1385,1385,Brittney Perritt,Brown,2019-07-22,2.45
1386,1386,Brittney Perritt,Hermiston,2019-07-22,7.0
1387,1387,Brittney Perritt,Bednar,2019-07-22,1.1
1388,1388,Brittney Perritt,Bogan,2019-07-22,50.0
1389,1389,Brittney Perritt,Bednar,2019-07-22,24.69
1390,1390,Brittney Perritt,Hamill,2019-07-22,7.99
1391,1391,Brittney Perritt,Bins,2019-07-22,29.0
1392,1392,Brittney Perritt,Cormier,2019-07-22,4.2
1393,1393,Brittney Perritt,Bogan,2019-07-22,26.65
1394,1394,Brittney Perritt,Conroy,2019-07-22,84.0
1395,1395,Brittney Perritt,Bednar,2019-07-23,11.83
1396,1396,Brittney Perritt,Bednar,2019-07-23,11.83
1397,1397,Brittney Perritt,Howell,2019-07-24,4.8
1398,1398,Brittney Perritt,Bednar,2019-07-24,11.5
1399,1399,Brittney Perritt,Dicki,2019-07-24,43.77
1400,1400,Brittney Perritt,Bednar,2019-07-24,1.1
1401,1401,Brittney Perritt,Bednar,2019-07-24,1.1
1402,1402,Brittney Perritt,Bogisich,2019-07-24,4.37
1403,1403,Brittney Perritt,Corkery,2019-07-24,14.99
1404,1404,Brittney Perritt,Bogisich,2019-07-24,4.37
1405,1405,Brittney Perritt,Aufderhar,2019-07-24,58.85
1406,1406,Brittney Perritt,Bednar,2019-07-24,11.5
1407,1407,Brittney Perritt,Corkery,2019-07-24,14.99
1408,1408,Brittney Perritt,Dicki,2019-07-24,43.77
1409,1409,Brittney Perritt,Aufderhar,2019-07-24,58.85
1410,1410,Brittney Perritt,Ferry,2019-07-24,0.99
1411,1411,Brittney Perritt,Ferry,2019-07-24,0.99
1412,1412,Brittney Perritt,Howell,2019-07-24,4.8
1413,1413,Brittney Perritt,Daniel,2019-07-25,2.7
1414,1414,Brittney Perritt,Bednar,2019-07-25,13.85
1415,1415,Brittney Perritt,Daniel,2019-07-25,2.7
1416,1416,Brittney Perritt,Bednar,2019-07-25,13.85
1417,1417,Brittney Perritt,DuBuque,2019-07-26,15.0
1418,1418,Brittney Perritt,Hilpert,2019-07-26,18.95
1419,1419,Brittney Perritt,DuBuque,2019-07-26,15.0
1420,1420,Brittney Perritt,Hilpert,2019-07-26,18.95
1421,1421,Brittney Perritt,Hilpert,2019-07-28,3.99
1422,1422,Brittney Perritt,Bednar,2019-07-28,34.67
1423,1423,Brittney Perritt,Huel,2019-07-28,7.8
1424,1424,Brittney Perritt,Hilpert,2019-07-28,50.45
